,homepage_url,funding_total_usd,country_code,region,funding_rounds,founded_at,founded_quarter,first_funding_at,last_funding_at,label,industry
48791,1,250000.0,USA,San Antonio,1,2014-05-05,2,2014-07-03,2014-07-03,2,Mobile
48793,1,36154.0,MEX,Mexico City,1,2011-01-15,1,2011-01-15,2011-01-15,1,Networking
48795,1,2500000.0,USA,Atlanta,1,2008-01-01,1,2014-04-06,2014-04-06,4,Games
48797,1,10158510.0,USA,St Louis,4,2009-01-01,1,2010-05-03,2013-08-01,5,Music
48799,1,250000.0,USA,New York City,2,2011-03-22,1,2012-03-01,2013-01-10,2,Games
48800,1,110000.0,USA,Chicago,1,2013-01-01,1,2013-12-31,2013-12-31,2,0_other_cat
48804,1,1000000.0,CAN,Surrey,1,2012-05-01,2,2014-06-01,2014-06-01,3,Social Media
48807,1,1750000.0,CHN,Beijing,2,2011-02-28,1,2012-01-01,2012-05-01,4,0_other_cat
48808,1,486100.0,USA,SF Bay Area,2,2008-01-01,1,2011-06-16,2012-02-22,2,Hardware  Software
48809,0,5000000.0,HKG,Hong Kong,1,2012-08-17,3,2013-03-01,2013-03-01,5,Finance
48810,1,6499999.0,USA,Seattle,3,2009-01-01,1,2008-10-01,2011-03-30,5,Games
48811,1,6000000.0,USA,Buffalo,2,2012-07-01,3,2012-07-01,2013-06-25,5,Software
48812,1,15150000.0,USA,SF Bay Area,2,2011-02-20,1,2011-03-09,2011-10-24,5,Mobile
48815,0,950000.0,USA,SF Bay Area,1,2010-01-01,1,2010-12-28,2010-12-28,3,Games
48816,1,533000.0,USA,San Diego,2,2004-01-01,1,2010-06-24,2012-04-04,3,Biotechnology
48817,1,15000000.0,USA,New York City,1,2006-01-01,1,2014-01-14,2014-01-14,5,Fashion
48818,1,6000.0,PAK,Islamabad,1,2010-07-28,3,2011-02-02,2011-02-02,1,0_other_cat
48819,1,20000000.0,USA,Anaheim,2,2011-01-01,1,2012-07-16,2013-07-31,5,Software
48822,1,3200000.0,USA,Hartford,1,2006-01-01,1,2011-03-24,2011-03-24,4,Software
48823,1,1350000.0,USA,New York City,1,2012-01-01,1,2013-03-01,2013-03-01,4,ECommerce
48824,1,250000.0,USA,Hartford,1,2013-01-01,1,2013-12-01,2013-12-01,2,0_other_cat
48825,1,1909434.0,USA,MT  Other,2,2011-01-01,1,2013-09-16,2014-01-31,4,Hardware  Software
48827,1,20000000.0,CAN,Vancouver,2,2002-01-01,1,2013-12-12,2014-10-01,5,Software
48828,1,4100000.0,USA,SF Bay Area,1,2005-01-01,1,2007-08-10,2007-08-10,5,Analytics
48829,1,100000.0,GBR,London,1,2011-04-03,2,2011-02-07,2011-02-07,2,ECommerce
48830,1,3663000.0,USA,Boston,8,2007-11-01,4,2010-07-01,2014-05-28,4,0_other_cat
48834,0,250000.0,USA,Tampa,1,2009-01-01,1,2010-07-28,2010-07-28,2,Unknown
48835,1,175000.0,USA,New York City,2,2014-02-01,1,2014-05-12,2014-08-01,2,Software
48836,1,680000.0,MEX,MEX  Other,1,2010-01-01,1,2014-07-31,2014-07-31,3,0_other_cat
48837,1,6300000.0,USA,Boston,1,2012-01-01,1,2014-06-10,2014-06-10,5,Advertising
48838,1,250000.0,CHN,Beijing,1,2011-05-01,2,2011-10-10,2011-10-10,2,Internet
48840,1,2500000.0,UKR,Kiev,1,2010-01-01,1,2014-09-19,2014-09-19,4,0_other_cat
48844,1,8500000.0,USA,Boston,1,2000-01-01,1,2011-06-29,2011-06-29,5,Biotechnology
48851,1,1000000.0,USA,SF Bay Area,1,2010-01-01,1,2010-11-22,2010-11-22,3,Health and Wellness
48853,1,7050000.0,USA,SF Bay Area,6,2010-07-01,3,2010-08-15,2014-02-18,5,Finance
48855,1,25700000.0,ZAF,Cape Town,1,2011-01-01,1,2012-11-02,2012-11-02,5,ECommerce
48857,1,200000.0,RUS,Moscow,1,2013-08-06,3,2014-09-09,2014-09-09,2,0_other_cat
48860,1,180000.0,ESP,Valencia,1,2013-07-19,3,2013-09-01,2013-09-01,2,Finance
48865,1,1300000.0,USA,Los Angeles,1,2011-09-04,3,2012-06-28,2012-06-28,3,Social Media
48866,1,330000.0,USA,New York City,1,2012-04-01,2,2013-11-26,2013-11-26,2,ECommerce
48869,1,6962500.0,IRL,Dublin,2,2009-01-15,1,2009-06-15,2009-07-03,5,Mobile
48870,1,143948.0,GBR,Glasgow,1,2013-05-10,2,2013-12-13,2013-12-13,2,Software
48871,1,55000.0,USA,Portland Oregon,1,2010-01-01,1,2011-01-14,2011-01-14,1,Software
48872,1,1200000.0,USA,SF Bay Area,2,2011-10-01,4,2012-05-20,2012-10-31,3,Software
48873,1,2855541.0,DEU,Berlin,2,2011-01-01,1,2012-01-13,2013-06-21,4,Social Media
48875,1,5515489.0,SWE,Malmo,2,2010-01-01,1,2011-11-01,2014-08-13,5,Security
48880,1,723430.0,GBR,London,1,2011-11-01,4,2013-11-15,2013-11-15,3,ECommerce
48881,1,576456.0,GBR,London,1,2011-02-01,1,2012-01-24,2012-01-24,3,Mobile
48884,1,1550000.0,USA,Portland Oregon,2,2008-02-01,1,2009-03-03,2011-04-04,4,Software
48885,1,2000000.0,USA,Boston,2,2012-01-01,1,2013-09-05,2014-01-30,4,Health Care
48886,1,1185000.0,GBR,London,4,2012-01-01,1,2012-08-15,2014-08-22,3,Mobile
48888,1,569596.0,USA,Salem Oregon,1,2007-01-01,1,2011-06-28,2011-06-28,3,Hardware  Software
48889,1,100000.0,IND,Bangalore,2,2013-01-01,1,2014-05-01,2014-05-24,2,Apps
48892,1,24636630.0,USA,Salt Lake City,5,2007-01-01,1,2009-08-13,2014-03-18,5,ECommerce
48894,1,2573200.0,ESP,A Coruna,1,2012-01-01,1,2014-01-15,2014-01-15,4,Curated Web
48897,1,392504.0,IRL,Cork,1,2011-05-08,2,2011-12-14,2011-12-14,2,Software
48899,1,25500000.0,GBR,London,3,2009-01-01,1,2009-10-02,2012-04-16,1,Games
48900,1,10000000.0,USA,Detroit,1,2005-01-01,1,2007-11-01,2007-11-01,5,Games
48901,1,1000000.0,ARG,Buenos Aires,1,2007-02-01,1,2012-04-24,2012-04-24,3,Software
48903,1,5000.0,BGR,Sofia,1,2007-01-01,1,2006-04-01,2006-04-01,1,Internet
48904,1,400000.0,JPN,Tokyo,2,2011-08-26,3,2011-09-12,2012-07-11,2,Social Media
48909,1,55000.0,USA,Miami,2,2013-07-01,3,2013-09-01,2014-01-01,1,0_other_cat
48910,1,3100000.0,ISR,Netanya,3,2012-08-29,3,2011-11-15,2013-08-11,4,Music
48911,1,125000.0,USA,New York City,1,2011-02-01,1,2011-03-31,2011-03-31,2,Video
48912,1,150000.0,USA,Washington DC,1,2009-11-01,4,2009-11-01,2009-11-01,2,Software
48916,1,1500000.0,USA,Denver,1,2009-01-01,1,2014-07-21,2014-07-21,4,0_other_cat
48920,1,1256139.0,USA,Los Angeles,2,2010-01-01,1,2010-07-15,2012-04-26,3,Games
48921,1,17600000.0,USA,Boston,1,2004-01-01,1,2010-02-10,2010-02-10,5,Clean Technology
48922,1,44000000.0,USA,Denver,2,2002-01-01,1,2009-12-07,2012-02-14,5,Clean Technology
48923,1,3800000.0,USA,San Diego,1,2010-01-01,1,2013-03-26,2013-03-26,5,Unknown
48924,0,1540000.0,SWE,Stockholm,1,2001-01-01,1,2006-03-14,2006-03-14,4,Software
48926,1,96984.0,GBR,London,4,2013-06-01,2,2013-06-12,2013-12-04,1,0_other_cat
48928,1,3000000.0,USA,St Louis,1,2000-01-01,1,2014-10-01,2014-10-01,4,0_other_cat
48930,0,55000000.0,GBR,London,2,2011-01-01,1,2012-05-24,2013-07-08,5,Finance
48931,1,9000170.0,USA,Boston,1,2013-01-01,1,2013-11-08,2013-11-08,5,Biotechnology
48937,1,280000.0,GBR,London,1,2005-08-01,3,2007-04-28,2007-04-28,1,Music
48940,1,2515000.0,USA,SF Bay Area,3,2007-06-01,2,2007-06-01,2009-12-14,3,0_other_cat
48942,1,20000000.0,IND,Mumbai,1,2010-01-01,1,2013-05-21,2013-05-21,5,Education
48943,1,25000000.0,USA,San Diego,2,2007-01-01,1,2010-05-27,2011-08-29,5,Education
48944,1,2902555.0,NLD,Amsterdam,3,2013-01-01,1,2013-01-01,2014-09-23,4,Curated Web
48945,1,1500000.0,USA,New York City,1,2010-11-01,4,2012-01-09,2012-01-09,4,Mobile
48946,1,105000.0,PHL,Manila,2,2008-09-04,3,2008-09-04,2012-06-16,2,Games
48947,1,360000.0,FRA,Paris,1,2010-02-11,1,2013-02-27,2013-02-27,2,0_other_cat
48949,1,42500.0,MYS,Kuala Lumpur,1,2008-02-05,1,2008-01-01,2008-01-01,1,Software
48950,1,1050000.0,USA,Boston,1,2007-06-01,2,2007-08-01,2007-08-01,1,0_other_cat
48955,1,103465.0,SAU,Riyadh,3,2013-01-01,1,2013-10-01,2014-08-10,2,Social Media
48956,1,1000000.0,FRA,Paris,1,2008-01-01,1,2008-01-01,2008-01-01,1,Social Media
48959,1,250000.0,USA,Boston,1,2011-01-01,1,2012-08-01,2012-08-01,2,Mobile
48960,1,7290000.0,CAN,Gatineau,2,2002-01-01,1,2005-01-12,2007-07-23,5,Software
48963,1,2495350.0,USA,Columbus Georgia,2,2004-01-01,1,2010-02-06,2011-01-05,4,0_other_cat
48965,1,7350000.0,USA,New York City,5,2007-09-09,3,2007-09-01,2013-11-05,5,Curated Web
48966,1,11150000.0,USA,Denver,3,2005-01-01,1,2011-09-19,2013-10-22,5,ECommerce
48972,1,2000000.0,USA,SF Bay Area,2,2007-01-01,1,2010-02-01,2011-04-12,3,Software
48976,1,260000.0,FRA,Annecy,1,2011-01-01,1,2013-03-15,2013-03-15,2,Mobile
48981,1,1500000.0,USA,SF Bay Area,2,2013-01-01,1,2013-08-29,2014-11-26,4,0_other_cat
48982,1,100000.0,USA,Los Angeles,1,2012-04-10,2,2012-04-01,2012-04-01,2,Health Care
48983,1,3500000.0,USA,SF Bay Area,1,2014-06-05,2,2014-10-09,2014-10-09,4,ECommerce
48990,1,1000000.0,USA,SF Bay Area,1,2004-03-01,1,2010-04-22,2010-04-22,3,Software
48993,1,3265007.0,DEU,Berlin,3,2013-01-01,1,2013-05-01,2014-10-01,4,Software
48995,1,52000000.0,USA,Houston,3,2002-09-01,3,2008-07-11,2010-11-18,5,Health and Wellness
48996,1,435000.0,USA,Duluth,1,2012-06-01,2,2013-07-01,2013-07-01,2,Clean Technology
48998,1,5240000.0,FRA,Paris,2,2003-01-01,1,2005-01-01,2007-04-24,5,Games
48999,1,45632042.0,USA,Austin,4,2005-01-01,1,2006-08-11,2012-10-09,5,Enterprise Software
49000,1,11040000.0,USA,Atlanta,2,2012-01-06,1,2014-02-04,2014-06-15,5,Advertising
49001,1,26100000.0,USA,SF Bay Area,3,2011-01-01,1,2012-03-01,2014-02-19,5,Software
49002,1,1065294.0,USA,Raleigh,3,2012-05-01,2,2012-06-30,2013-11-26,3,Curated Web
49006,1,1667189.0,USA,SF Bay Area,2,2011-01-01,1,2013-01-15,2014-02-03,4,Mobile
49007,1,500000.0,USA,SF Bay Area,1,2008-03-19,1,2008-05-01,2008-05-01,1,Mobile
49008,1,16970200.0,FIN,Helsinki,1,2007-01-01,1,2012-09-18,2012-09-18,5,0_other_cat
49009,1,429564.0,FRA,Paris,1,2012-01-01,1,2013-09-01,2013-09-01,2,Unknown
49010,1,74447.0,ITA,Roncade,2,2014-01-20,1,2013-10-01,2014-01-20,1,SaaS
49011,1,25000.0,USA,SF Bay Area,1,2004-01-01,1,2013-05-17,2013-05-17,1,Biotechnology
49012,1,250000.0,USA,SF Bay Area,1,2008-09-01,3,2008-09-01,2008-09-01,1,Networking
49015,1,106327.0,FRA,Aixenprovence,1,2009-06-05,2,2009-06-05,2009-06-05,2,Curated Web
49016,1,4300000.0,USA,Orlando,3,2011-01-01,1,2011-01-01,2014-07-29,5,Analytics
49018,1,3388436.0,USA,New York City,2,2010-07-15,3,2012-01-01,2013-12-22,4,Software
49019,1,1000000.0,ESP,Zaragoza,1,2008-01-01,1,2011-12-02,2011-12-02,3,Software
49022,1,27138500.0,USA,Boston,6,2003-12-01,4,2009-12-15,2012-05-03,1,Analytics
49025,1,21500000.0,USA,Dallas,1,2001-01-01,1,2013-09-04,2013-09-04,5,Biotechnology
49026,1,1300000.0,DEU,Berlin,1,2014-06-01,2,2014-11-25,2014-11-25,4,Big Data
49027,1,10571182.0,USA,SF Bay Area,1,2009-01-01,1,2013-11-20,2013-11-20,5,Clean Technology
49030,1,16000000.0,USA,SF Bay Area,2,2011-01-01,1,2013-01-01,2014-01-08,5,Software
49032,1,13304965.0,USA,Baltimore,3,2003-01-01,1,2009-07-07,2013-05-08,5,Biotechnology
49033,1,1860000.0,USA,SF Bay Area,2,2013-01-01,1,2014-09-10,2014-09-10,4,Biotechnology
49034,1,190000.0,IND,Mumbai,1,2011-06-01,2,2014-09-01,2014-09-01,2,Internet
49035,1,15000000.0,USA,SF Bay Area,1,2011-01-01,1,2014-01-22,2014-01-22,5,Hardware  Software
49036,1,118000.0,USA,SF Bay Area,1,2011-09-29,3,2012-08-01,2012-08-01,2,Finance
49037,1,8404899.0,USA,SF Bay Area,2,2009-01-01,1,2013-10-09,2014-09-25,5,0_other_cat
49039,1,3200000.0,USA,Indianapolis,1,2012-01-01,1,2014-11-05,2014-11-05,4,0_other_cat
49041,1,2324998.0,USA,Denver,3,2009-08-10,3,2010-04-21,2014-08-13,4,Mobile
49043,1,1000000.0,USA,Baltimore,1,2009-09-01,3,2012-11-09,2012-11-09,3,0_other_cat
49044,1,2803788.0,USA,Austin,1,2008-01-01,1,2013-01-10,2013-01-10,4,Clean Technology
49045,1,1700000.0,USA,Palm Beaches,1,2013-01-01,1,2014-07-18,2014-07-18,4,Biotechnology
49052,1,1000000.0,USA,SF Bay Area,1,2011-02-10,1,2013-03-08,2013-03-08,3,Enterprise Software
49053,1,13200000.0,USA,Baltimore,2,2013-01-01,1,2013-07-09,2014-04-29,5,Security
49055,1,40000.0,AUS,Sydney,2,2011-02-01,1,2011-11-01,2014-06-01,1,0_other_cat
49056,1,3486110.0,USA,Denver,1,2000-01-01,1,2008-03-16,2008-03-16,4,Software
49057,1,200000.0,BRA,Brasilia,2,2012-04-05,2,2012-06-01,2013-05-01,2,Software
49060,1,6000000.0,EST,Tallinn,3,2007-09-07,3,2011-07-25,2014-03-04,5,Software
49061,1,1538000.0,USA,San Antonio,2,2011-05-01,2,2013-01-14,2013-04-30,3,Software
49063,1,700000.0,USA,SF Bay Area,3,2010-04-30,2,2010-07-01,2012-05-01,3,Curated Web
49064,1,40000.0,USA,Los Angeles,1,2012-01-01,1,2013-07-01,2013-07-01,1,Unknown
49066,1,2791160.0,FIN,Helsinki,3,2010-01-22,1,2010-03-04,2013-06-01,4,Software
